#OTUID	taxonomy	USEARCH	SINTAX	UTAX
OTU6260	GS|100.0|BOLD:ACF7745_NA;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Trichoceridae,g:Trichocera,s:Trichocera regelationis	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Trichoceridae,g:Trichocera,s:Trichocera regelationis	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU6261	US|1.0000|BOLD:AAW4648_NA;k:Animalia,p:Arthropoda,c:Insecta,o:Hymenoptera	k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Hymenoptera
OTU6262	US|1.0000|None;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	No hit	k:Animalia	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU6263	US|1.0000|BOLD:ACU8908_NA;k:Animalia,p:Arthropoda,c:Insecta,o:Hymenoptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Mycetophilidae	k:Animalia,p:Arthropoda	k:Animalia,p:Arthropoda,c:Insecta,o:Hymenoptera
OTU6264	US|1.0000|None;k:Animalia,p:Arthropoda,c:Arachnida,o:Mesostigmata	No hit	k:Animalia	k:Animalia,p:Arthropoda,c:Arachnida,o:Mesostigmata
OTU6265	US|1.0000|BOLD:AAP2877_JF873445;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Dolichopodidae	k:Animalia,p:Arthropoda	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU6266	SS|0.9700|BOLD:ACB2761_MG311357;k:Animalia,p:Arthropoda,c:Arachnida,o:Trombidiformes,f:Arrenuridae,g:Arrenurus	k:Animalia,p:Arthropoda,c:Arachnida,o:Trombidiformes,f:Arrenuridae,g:Arrenurus	k:Animalia,p:Arthropoda,c:Arachnida,o:Trombidiformes,f:Arrenuridae,g:Arrenurus	k:Animalia,p:Arthropoda,c:Arachnida,o:Trombidiformes
OTU6267	US|1.0000|None;k:Animalia,p:Chordata,c:Actinopterygii,o:Acanthuriformes	No hit	k:Animalia,p:Chordata	k:Animalia,p:Chordata,c:Actinopterygii,o:Acanthuriformes
OTU6268	US|1.0000|BOLD:AAG4923_KR520656;k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Mycetophilidae,g:Docosia	k:Animalia,p:Arthropoda	k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera
OTU6269	US|1.0000|BOLD:ACE3664_KU912753;k:Animalia,p:Arthropoda,c:Insecta,o:Hymenoptera	k:Animalia,p:Arthropoda,c:Insecta,o:Coleoptera,f:Carabidae,g:Amara,s:Amara erratica	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Hymenoptera
OTU6270	US|1.0000|BOLD:AAN4488_KP845857;k:Animalia,p:Arthropoda,c:Insecta,o:Hymenoptera	k:Animalia,p:Arthropoda,c:Insecta,o:Thysanoptera,f:Phlaeothripidae,g:Haplothrips,s:Haplothrips tenuipennis	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Hymenoptera
OTU6271	US|1.0000|BOLD:AAU6544_KM917799;k:Animalia,p:Chordata,c:Reptilia,o:Squamata	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae,g:Ormosia,s:Ormosia affinis	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Chordata,c:Reptilia,o:Squamata
OTU6272	US|1.0000|BOLD:AAF9014_MG096246;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae,g:Symplecta,s:Symplecta cana	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU6273	SS|0.9400|BOLD:AAF9014_JF867190;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae,g:Symplecta,s:Symplecta cana	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae,g:Symplecta,s:Symplecta cana	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae,g:Symplecta,s:Symplecta cana	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU6274	GS|99.4|BOLD:AAM6286_MG474949;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Chironomidae	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Chironomidae	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Chironomidae	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU6275	SS|0.9600|BOLD:AAP8635_JF877175;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae,g:Dicranomyia,s:Dicranomyia 	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae,g:Dicranomyia,s:Dicranomyia (Dicranomyia) longipennis	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae,g:Dicranomyia,s:Dicranomyia 	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU6276	US|1.0000|BOLD:AAC4491_MG168159;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Tipulidae,g:Tipula	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU6277	GS|98.3|BOLD:AAK8834_KR395740;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae,g:Metalimnobia,s:Metalimnobia triocellata	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae,g:Metalimnobia,s:Metalimnobia triocellata	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU6278	US|1.0000|BOLD:AAE9735_GQ481635;k:Animalia,p:Arthropoda,c:Insecta,o:Hymenoptera	k:Animalia,p:Chordata,c:Aves,o:Passeriformes,f:Corvidae,g:Corvus,s:Corvus dauuricus	k:Animalia	k:Animalia,p:Arthropoda,c:Insecta,o:Hymenoptera
OTU6279	US|1.0000|BOLD:ADM7020_MF706811;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Chironomidae,g:Chironomus	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU6280	US|1.0000|BOLD:AAF1504_KR621390;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Chironomidae,g:Cryptochironomus	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU6281	GS|100.0|BOLD:ACA9272_KJ207601;k:Animalia,p:Arthropoda,c:Arachnida,o:Trombidiformes,f:Limnesiidae,g:Limnesia	k:Animalia,p:Arthropoda,c:Arachnida,o:Trombidiformes,f:Limnesiidae,g:Limnesia	k:Animalia,p:Arthropoda	k:Animalia,p:Arthropoda,c:Insecta,o:Hymenoptera
OTU6282	US|1.0000|BOLD:ADJ8161_KM992585;k:Animalia,p:Arthropoda,c:Insecta,o:Coleoptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Chironomidae,g:Harnischia	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Coleoptera
OTU6283	US|1.0000|BOLD:AAU1640_NA;k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera	k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera
OTU6284	US|1.0000|BOLD:AAZ2045_NA;k:Animalia,p:Arthropoda,c:Arachnida,o:Araneae	k:Animalia,p:Arthropoda,c:Insecta,o:Hemiptera,f:Cicadellidae	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Arachnida,o:Araneae
OTU6285	US|1.0000|BOLD:AAB7938_KR346300;k:Animalia,p:Chordata,c:Actinopterygii,o:Pleuronectiformes	k:Animalia,p:Arthropoda,c:Insecta,o:Hemiptera,f:Aphididae,g:Aphis,s:Aphis glycines	k:Animalia	k:Animalia,p:Chordata,c:Actinopterygii,o:Pleuronectiformes
OTU6286	US|1.0000|None;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	No hit	k:Animalia	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU6287	GS|99.4|BOLD:AAG2000_MG117018;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Anisopodidae,g:Sylvicola,s:Sylvicola alternatus	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Anisopodidae,g:Sylvicola,s:Sylvicola alternatus	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Anisopodidae,g:Sylvicola,s:Sylvicola alternatus	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU6288	US|1.0000|BOLD:AAC0903_KP042529;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Chironomidae,g:Chironomus,s:Chironomus acidophilus	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU6289	US|1.0000|BOLD:AAF8983_KR392730;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Tipulidae,g:Tipula,s:Tipula penobscot	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU6290	US|1.0000|BOLD:AAA6467_JF459463;k:Animalia,p:Chordata,c:Actinopterygii,o:Cypriniformes	k:Animalia,p:Chordata,c:Mammalia,o:Rodentia,f:Heteromyidae,g:Liomys,s:Liomys salvini	k:Animalia,p:Arthropoda	k:Animalia,p:Chordata,c:Actinopterygii,o:Cypriniformes
OTU6291	US|1.0000|BOLD:AAN4488_KP845857;k:Animalia,p:Arthropoda,c:Insecta,o:Hymenoptera	k:Animalia,p:Arthropoda,c:Insecta,o:Thysanoptera,f:Phlaeothripidae,g:Haplothrips,s:Haplothrips tenuipennis	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Hymenoptera
OTU6292	US|1.0000|BOLD:AAF9014_KR756866;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae,g:Symplecta,s:Symplecta cana	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU6293	US|1.0000|BOLD:ABY8689_KR971145;k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae,g:Rhipidia,s:Rhipidia maculata	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera
OTU6294	SS|0.9900|BOLD:ACA8801_KT609322;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Chironomidae	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Chironomidae	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Chironomidae	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU6295	US|1.0000|BOLD:AAC4491_KR439485;k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Tipulidae,g:Tipula,s:Tipula bicolor	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera
OTU6296	US|1.0000|BOLD:AAV5947_KR170529;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Chironomidae	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU6297	GS|100.0|BOLD:AAF1735_NA;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Chironomidae,g:Chironomus	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Chironomidae,g:Chironomus	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU6298	US|1.0000|BOLD:ABY8689_KR971145;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae,g:Rhipidia,s:Rhipidia maculata	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU6299	SS|0.8000|BOLD:AAI4303_KR662956;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Chironomidae	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Chironomidae,g:Chironomus,s:Chironomus melanescens	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Chironomidae	k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera
OTU6300	GS|100.0|BOLD:AAD1485_MG139850;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Chironomidae,g:Paratanytarsus,s:Paratanytarsus grimmii	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Chironomidae,g:Paratanytarsus,s:Paratanytarsus grimmii	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Chironomidae,g:Paratanytarsus,s:Paratanytarsus grimmii	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU6301	US|1.0000|BOLD:AAA3150_KJ382133;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera,f:Noctuidae,g:Leucania,s:Leucania insueta	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU6302	US|1.0000|BOLD:ABY7837_NA;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Muscidae,g:Thricops	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU6303	US|1.0000|BOLD:AAH2254_NA;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU6304	US|1.0000|None;k:Animalia,p:Arthropoda,c:Arachnida,o:Scorpiones	No hit	k:Animalia	k:Animalia,p:Arthropoda,c:Arachnida,o:Scorpiones
OTU6305	US|1.0000|BOLD:AAN4488_KP845857;k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera	k:Animalia,p:Arthropoda,c:Insecta,o:Thysanoptera,f:Phlaeothripidae,g:Haplothrips,s:Haplothrips tenuipennis	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera
OTU6306	US|1.0000|None;k:Animalia,p:Arthropoda,c:Insecta,o:Coleoptera	No hit	k:Animalia	k:Animalia,p:Arthropoda,c:Insecta,o:Coleoptera
OTU6307	US|1.0000|BOLD:AAM7287_NA;k:Animalia,p:Arthropoda,c:Arachnida,o:Araneae	k:Animalia,p:Arthropoda,c:Arachnida,o:Araneae	k:Animalia,p:Arthropoda	k:Animalia,p:Arthropoda,c:Arachnida,o:Araneae
OTU6308	GS|100.0|BOLD:ABA9704_KR634451;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Limoniidae	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU6309	US|1.0000|None;k:Animalia,p:Chordata,c:Aves,o:Piciformes	No hit	k:Animalia,p:Chordata	k:Animalia,p:Chordata,c:Aves,o:Piciformes
OTU6310	US|1.0000|None;k:Animalia,p:Chordata,c:Actinopterygii,o:Spariformes	No hit	k:Animalia,p:Chordata	k:Animalia,p:Chordata,c:Actinopterygii,o:Spariformes
OTU6311	US|1.0000|None;k:Animalia,p:Chordata,c:Actinopterygii,o:Spariformes	No hit	k:Animalia,p:Chordata	k:Animalia,p:Chordata,c:Actinopterygii,o:Spariformes
OTU6312	US|1.0000|None;k:Animalia,p:Chordata,c:Actinopterygii	No hit	k:Animalia,p:Chordata	k:Animalia,p:Chordata,c:Actinopterygii
OTU6313	US|1.0000|BOLD:AAM1807_NA;k:Animalia,p:Arthropoda,c:Insecta,o:Hymenoptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Hymenoptera
OTU6314	US|1.0000|BOLD:AAZ1264_NA;k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes	k:Animalia,p:Arthropoda,c:Insecta,o:Coleoptera	k:Animalia,p:Chordata	k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes
OTU6315	SS|1.0000|BOLD:AAF9035_JN294732;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Tipulidae,g:Nephrotoma,s:Nephrotoma alterna	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Tipulidae,g:Nephrotoma,s:Nephrotoma alterna	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Tipulidae,g:Nephrotoma,s:Nephrotoma alterna	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU6316	US|1.0000|BOLD:AAZ5902_MF853594;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Rhagionidae,g:Chrysopilus,s:Chrysopilus proximus	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU6317	US|1.0000|BOLD:AAA7661_NA;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Culicidae,g:Culex,s:Culex restuans	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU6318	US|1.0000|None;k:Animalia,p:Chordata,c:Aves,o:Anseriformes	No hit	k:Animalia,p:Chordata	k:Animalia,p:Chordata,c:Aves,o:Anseriformes
OTU6319	US|1.0000|BOLD:ACL1638_KR243895;k:Animalia,p:Arthropoda,c:Insecta,o:Hymenoptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Mycetophilidae,g:Mycomya	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Hymenoptera
OTU6320	US|1.0000|None;k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes	No hit	k:Animalia,p:Chordata	k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes
OTU6321	US|1.0000|BOLD:AAU1206_KU380769;k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera	k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera,f:Geometridae,g:Euphyia,s:Euphyia porraceata	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera
OTU6322	US|1.0000|BOLD:AAB7030_KR684789;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Chironomidae,g:Chironomus	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU6323	US|1.0000|BOLD:AAB4658_KM570060;k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Chironomidae,g:Chironomus,s:Chironomus dilutus	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera
OTU6324	GS|100.0|BOLD:AAG5457_KR293087;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Chironomidae	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Chironomidae	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Chironomidae	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU6325	US|1.0000|BOLD:ACA3099_NA;k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Ephydridae	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera
OTU6326	US|1.0000|BOLD:ACA3099_NA;k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Ephydridae	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera
OTU6327	GS|98.8|BOLD:ACF8956_KR665671;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Chironomidae	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Chironomidae	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU6328	GS|100.0|BOLD:ABY9141_JF286799;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Chironomidae,g:Cricotopus,s:Cricotopus annulator cmplx	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Chironomidae,g:Cricotopus,s:Cricotopus annulator cmplx	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU6329	US|1.0000|BOLD:ABY3509_NA;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Chironomidae,g:Microtendipes,s:Microtendipes brevitarsis	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU6330	SS|1.0000|BOLD:AAA7374_NA;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Syrphidae,g:Sphaerophoria,s:Sphaerophoria philanthus	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Syrphidae,g:Sphaerophoria	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Syrphidae,g:Sphaerophoria,s:Sphaerophoria philanthus	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU6331	US|1.0000|None;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	No hit	k:Animalia,p:Arthropoda	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU6332	US|1.0000|None;k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes	No hit	k:Animalia,p:Chordata	k:Animalia,p:Chordata,c:Actinopterygii,o:Perciformes
OTU6333	US|1.0000|BOLD:ACI5695_KU876358;k:Animalia,p:Arthropoda,c:Insecta,o:Hymenoptera	k:Animalia,p:Arthropoda,c:Arachnida,o:Araneae,f:Philodromidae,g:Tibellus,s:Tibellus asiaticus	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Hymenoptera
OTU6334	US|1.0000|BOLD:ACZ4859_NA;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU6335	GS|100.0|BOLD:AAG5471_NA;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Chaoboridae,g:Chaoborus	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Chaoboridae,g:Chaoborus	k:Animalia,p:Chordata,c:Aves	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU6336	US|1.0000|BOLD:AAH2812_NA;k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera	k:Animalia,p:Arthropoda,c:Insecta,o:Coleoptera,f:Carabidae,g:Harpalus,s:Harpalus desertus	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera
OTU6337	US|1.0000|BOLD:ACS5366_NA;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Sciaridae,g:Trichosia,s:Trichosia acrotricha	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU6338	US|1.0000|BOLD:ACA9101_NA;k:Animalia,p:Arthropoda,c:Insecta,o:Coleoptera	k:Animalia,p:Arthropoda,c:Insecta,o:Coleoptera	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Coleoptera
OTU6339	US|1.0000|None;k:Animalia,p:Chordata,c:Actinopterygii,o:Labriformes	No hit	k:Animalia	k:Animalia,p:Chordata,c:Actinopterygii,o:Labriformes
OTU6340	US|1.0000|BOLD:ABX6366_HM430814;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Hymenoptera,f:Braconidae,g:Cotesia	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU6341	US|1.0000|BOLD:AAV1054_KR665843;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Stratiomyidae,g:Allognosta,s:Allognosta obscuriventris	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU6342	GS|99.1|BOLD:ACX5828_NA;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Diptera	k:Animalia,p:Arthropoda,c:Insecta,o:Coleoptera
OTU6343	SS|0.8900|BOLD:AAJ2791_KR918438;k:Animalia,p:Arthropoda,c:Insecta,o:Coleoptera,f:Dytiscidae,g:Rhantus,s:Rhantus binotatus	k:Animalia,p:Arthropoda,c:Insecta,o:Hemiptera,f:Miridae,g:Neolygus,s:Neolygus omnivagus	k:Animalia,p:Arthropoda,c:Insecta,o:Coleoptera,f:Dytiscidae,g:Rhantus,s:Rhantus binotatus	k:Animalia,p:Arthropoda,c:Insecta,o:Hemiptera
OTU6344	US|1.0000|BOLD:ACG0517_KJ592479;k:Animalia,p:Arthropoda,c:Insecta,o:Hymenoptera	k:Animalia,p:Arthropoda,c:Insecta,o:Neuroptera,f:Chrysopidae,g:Pseudomallada,s:Pseudomallada inornatus	k:Animalia,p:Arthropoda,c:Insecta	k:Animalia,p:Arthropoda,c:Insecta,o:Hymenoptera
