"","Individual_Band","Exp_Year","Adult_or_Nestling","Sex","Capture_Date","Species","Location","Site","Nest","Capture_Number","Age","Mass","Bill.Head","Flat_Wing","Current_Brood_Size","Nestling_Fate","sampleID","Notes","site_box_year","Nest_Experiment","Nest_Treatment","Day6_Brood_Mass","Brood_Size_Day6","Nest_Fate","avg_day6_mass","exp_treat"
"529","278171896","2019","Adult","F","17-Jun-19","TRES","Ithaca","Unit_2","78","3","ASY",19,28.9,119,NA,"","P19N308","The age is entered as ASY but for the same bird the age is SY for capture #1 and #2","Unit_2_78_2019","Color_Stress","Cont_Con",29,3,"Fledged",9.66666666666667,"Color_Stress_Cont_Con"
"530","278172160","2019","Adult","F","17-Jun-19","TRES","Ithaca","Unit_2","64","3","ASY",18.25,28.6,115,NA,"","P19N306","","Unit_2_64_2019","Color_Stress","Pred_Dul",35,6,"Died",5.83333333333333,"Color_Stress_Pred_Dul"
"531","278172277","2019","Nestling","Unknown","17-Jun-19","TRES","Ithaca","Unit_2","116",NA,"15",17.25,NA,NA,5,"Fledged","P19N325","","Unit_2_116_2019","Color_Stress","Cont_Con",58,5,"Fledged",11.6,"Color_Stress_Cont_Con"
"532","278172278","2019","Nestling","Unknown","17-Jun-19","TRES","Ithaca","Unit_2","116",NA,"15",16,NA,NA,5,"Fledged","","Microb not fully inserted","Unit_2_116_2019","Color_Stress","Cont_Con",58,5,"Fledged",11.6,"Color_Stress_Cont_Con"
"533","278172279","2019","Nestling","Unknown","17-Jun-19","TRES","Ithaca","Unit_2","116",NA,"15",17,NA,NA,5,"Fledged","P19N326","Microb not fully inserted","Unit_2_116_2019","Color_Stress","Cont_Con",58,5,"Fledged",11.6,"Color_Stress_Cont_Con"
"534","278172280","2019","Nestling","Unknown","17-Jun-19","TRES","Ithaca","Unit_2","116",NA,"15",16,NA,NA,5,"Fledged","P19N327","","Unit_2_116_2019","Color_Stress","Cont_Con",58,5,"Fledged",11.6,"Color_Stress_Cont_Con"
"535","278172281","2019","Nestling","Unknown","17-Jun-19","TRES","Ithaca","Unit_2","116",NA,"15",18.75,NA,NA,5,"Fledged","","Microb not fully inserted","Unit_2_116_2019","Color_Stress","Cont_Con",58,5,"Fledged",11.6,"Color_Stress_Cont_Con"
"536","278172287","2019","Adult","M","17-Jun-19","TRES","Ithaca","Unit_2","85","1","AHY",18,28.9,121,NA,"","P19N314","","Unit_2_85_2019","Color_Stress","Cont_Dul",50.5,5,"Fledged",10.1,"Color_Stress_Cont_Dul"
"537","278172410","2019","Adult","F","17-Jun-19","TRES","Ithaca","Unit_4","95","3","ASY",19,NA,NA,NA,"","P19N323","New life tag and PIT were put @midnight","Unit_4_95_2019","Light","Light",54,5,"Fledged",10.8,"Light_Light"
"538","278172438","2019","Nestling","Unknown","17-Jun-19","TRES","Ithaca","Turkey_Hill","121",NA,"12",24,25.9,54,6,"Fledged","P19N328","","Turkey_Hill_121_2019","Light","Light_Control",70,6,"Fledged",11.6666666666667,"Light_Light_Control"
"539","278172439","2019","Nestling","Unknown","17-Jun-19","TRES","Ithaca","Turkey_Hill","121",NA,"12",23,25.7,51.5,6,"Fledged","P19N329","","Turkey_Hill_121_2019","Light","Light_Control",70,6,"Fledged",11.6666666666667,"Light_Light_Control"
"540","278172440","2019","Nestling","Unknown","17-Jun-19","TRES","Ithaca","Turkey_Hill","121",NA,"12",23,26,54,6,"Fledged","P19N330","","Turkey_Hill_121_2019","Light","Light_Control",70,6,"Fledged",11.6666666666667,"Light_Light_Control"
"541","278172441","2019","Nestling","Unknown","17-Jun-19","TRES","Ithaca","Turkey_Hill","121",NA,"12",21,26.2,52,6,"Fledged","P19N331","","Turkey_Hill_121_2019","Light","Light_Control",70,6,"Fledged",11.6666666666667,"Light_Light_Control"
"542","278172442","2019","Nestling","Unknown","17-Jun-19","TRES","Ithaca","Turkey_Hill","121",NA,"12",22.5,25.2,51,6,"Fledged","P19N332","","Turkey_Hill_121_2019","Light","Light_Control",70,6,"Fledged",11.6666666666667,"Light_Light_Control"
"543","278172443","2019","Nestling","Unknown","17-Jun-19","TRES","Ithaca","Turkey_Hill","121",NA,"12",22,25.9,55,6,"Fledged","P19N333","","Turkey_Hill_121_2019","Light","Light_Control",70,6,"Fledged",11.6666666666667,"Light_Light_Control"
"544","281128404","2019","Adult","F","17-Jun-19","TRES","Ithaca","Unit_2","50","1","SY",19,27.3,117,NA,"","P19N319","","Unit_2_50_2019","","",65,5,"Fledged",13,"Control"
"545","281128406","2019","Nestling","Unknown","17-Jun-19","TRES","Ithaca","Unit_1","360",NA,"12",15.75,25.4,48,5,"Fledged","","","Unit_1_360_2019","","Control",NA,NA,"Fledged",NA,"Control"
"546","281128407","2019","Nestling","Unknown","17-Jun-19","TRES","Ithaca","Unit_1","360",NA,"12",17.5,25,55,5,"Fledged","","","Unit_1_360_2019","","Control",NA,NA,"Fledged",NA,"Control"
"547","281128408","2019","Nestling","Unknown","17-Jun-19","TRES","Ithaca","Unit_1","360",NA,"12",17.5,24.9,49,5,"Fledged","","","Unit_1_360_2019","","Control",NA,NA,"Fledged",NA,"Control"
"548","281128409","2019","Nestling","Unknown","17-Jun-19","TRES","Ithaca","Unit_1","360",NA,"12",18,25.2,52,5,"Fledged","","","Unit_1_360_2019","","Control",NA,NA,"Fledged",NA,"Control"
"549","281128410","2019","Nestling","Unknown","17-Jun-19","TRES","Ithaca","Unit_1","360",NA,"12",17,25.3,50,5,"Fledged","","","Unit_1_360_2019","","Control",NA,NA,"Fledged",NA,"Control"
"550","281128502","2019","Nestling","Unknown","17-Jun-19","TRES","Ithaca","Unit_2","41",NA,"12",19.5,24.4,44,4,"Fledged","P19N334","","Unit_2_41_2019","Color_Stress","Cont_Con",51,4,"Fledged",12.75,"Color_Stress_Cont_Con"
"551","281128503","2019","Nestling","Unknown","17-Jun-19","TRES","Ithaca","Unit_2","41",NA,"12",18.5,24.4,42,4,"Fledged","P19N335","","Unit_2_41_2019","Color_Stress","Cont_Con",51,4,"Fledged",12.75,"Color_Stress_Cont_Con"
"552","281128504","2019","Nestling","Unknown","17-Jun-19","TRES","Ithaca","Unit_2","41",NA,"12",18.5,24.6,51,4,"Fledged","","","Unit_2_41_2019","Color_Stress","Cont_Con",51,4,"Fledged",12.75,"Color_Stress_Cont_Con"
"553","281128505","2019","Nestling","Unknown","17-Jun-19","TRES","Ithaca","Unit_2","41",NA,"12",17.5,24.3,38.5,4,"Fledged","","","Unit_2_41_2019","Color_Stress","Cont_Con",51,4,"Fledged",12.75,"Color_Stress_Cont_Con"
"554","281128601","2019","Adult","F","17-Jun-19","TRES","Ithaca","Unit_2","99","3","SY",17.5,28.2,122,NA,"","P19N309","","Unit_2_99_2019","Color_Stress","Cont_Con",36,4,"Fledged",9,"Color_Stress_Cont_Con"
"555","281128602","2019","Adult","F","17-Jun-19","TRES","Ithaca","Unit_2","85","3","ASY",18.5,28.5,116,NA,"","P19N313","","Unit_2_85_2019","Color_Stress","Cont_Dul",50.5,5,"Fledged",10.1,"Color_Stress_Cont_Dul"
"556","281128653","2019","Adult","M","17-Jun-19","TRES","Ithaca","Unit_1","58","1","AHY",17.5,28.8,120,NA,"","P19N321","","Unit_1_58_2019","Color_Stress","Pred_Con",48,4,"Fledged",12,"Color_Stress_Pred_Con"
"557","281128654","2019","Adult","F","17-Jun-19","TRES","Ithaca","Unit_1","79","1","SY",18.5,28.8,114,NA,"","P19N322","","Unit_1_79_2019","","",70,5,"Fledged",14,"Control"
"558","281128704","2019","Adult","F","17-Jun-19","TRES","Ithaca","Unit_1","58","3","SY",17.5,28.3,120,NA,"","P19N320","Bolus taken","Unit_1_58_2019","Color_Stress","Pred_Con",48,4,"Fledged",12,"Color_Stress_Pred_Con"
"559","281128806","2019","Nestling","Unknown","17-Jun-19","TRES","Ithaca","Unit_2","82",NA,"12",12.5,21.9,32,2,"Died","","","Unit_2_82_2019","Color_Stress","Cont_Con",73,6,"Died",12.1666666666667,"Color_Stress_Cont_Con"
"560","281128807","2019","Nestling","Unknown","17-Jun-19","TRES","Ithaca","Unit_2","82",NA,"12",11.5,21.1,24,2,"Died","","","Unit_2_82_2019","Color_Stress","Cont_Con",73,6,"Died",12.1666666666667,"Color_Stress_Cont_Con"
"561","281128808","2019","Nestling","Unknown","17-Jun-19","TRES","Ithaca","Unit_2","75",NA,"12",13.5,23.2,31,6,"Fledged","P19N336","","Unit_2_75_2019","Color_Stress","Cont_Dul",74,6,"Fledged",12.3333333333333,"Color_Stress_Cont_Dul"
"562","281128809","2019","Nestling","Unknown","17-Jun-19","TRES","Ithaca","Unit_2","75",NA,"12",14.5,23.2,35,6,"Fledged","P19N337","","Unit_2_75_2019","Color_Stress","Cont_Dul",74,6,"Fledged",12.3333333333333,"Color_Stress_Cont_Dul"
"563","281128810","2019","Nestling","Unknown","17-Jun-19","TRES","Ithaca","Unit_2","75",NA,"12",16.5,23.4,36,6,"Fledged","","","Unit_2_75_2019","Color_Stress","Cont_Dul",74,6,"Fledged",12.3333333333333,"Color_Stress_Cont_Dul"
"564","281128811","2019","Nestling","Unknown","17-Jun-19","TRES","Ithaca","Unit_2","75",NA,"12",19.25,24.5,39,6,"Fledged","","","Unit_2_75_2019","Color_Stress","Cont_Dul",74,6,"Fledged",12.3333333333333,"Color_Stress_Cont_Dul"
"565","281128812","2019","Nestling","Unknown","17-Jun-19","TRES","Ithaca","Unit_2","75",NA,"12",9.25,22.1,24,6,"Died","P19N338","","Unit_2_75_2019","Color_Stress","Cont_Dul",74,6,"Fledged",12.3333333333333,"Color_Stress_Cont_Dul"
"566","281128813","2019","Nestling","Unknown","17-Jun-19","TRES","Ithaca","Unit_2","75",NA,"12",16.25,23.7,39,6,"Fledged","","","Unit_2_75_2019","Color_Stress","Cont_Dul",74,6,"Fledged",12.3333333333333,"Color_Stress_Cont_Dul"
"567","272107529","2019","Adult","M","18-Jun-19","TRES","Ithaca","Unit_1","86","1","AHY",19.25,27.8,121,NA,"","P19N341","","Unit_1_86_2019","Color_Stress","Cont_Con",45,4,"Fledged",11.25,"Color_Stress_Cont_Con"
"568","278172233","2019","Adult","F","18-Jun-19","TRES","Ithaca","Unit_1","86","3","SY",16.75,28.5,116,NA,"","P19N340","","Unit_1_86_2019","Color_Stress","Cont_Con",45,4,"Fledged",11.25,"Color_Stress_Cont_Con"
"569","278172304","2019","Nestling","Unknown","18-Jun-19","TRES","Ithaca","Unit_2","94",NA,"15",10.5,NA,NA,2,"Died","","","Unit_2_94_2019","Color_Stress","Pred_Con",73,6,"Died",12.1666666666667,"Color_Stress_Pred_Con"
"570","278172305","2019","Nestling","Unknown","18-Jun-19","TRES","Ithaca","Unit_2","94",NA,"15",14.25,NA,NA,2,"Died","P19N342","","Unit_2_94_2019","Color_Stress","Pred_Con",73,6,"Died",12.1666666666667,"Color_Stress_Pred_Con"
"571","278172444","2019","Nestling","Unknown","18-Jun-19","TRES","Ithaca","Unit_4","80",NA,"12",23,26.5,55,6,"Fledged","P19N354","","Unit_4_80_2019","Light","Light",72.86,6,"Fledged",12.1433333333333,"Light_Light"
"572","278172445","2019","Nestling","Unknown","18-Jun-19","TRES","Ithaca","Unit_4","80",NA,"12",20.5,25.1,50,6,"Fledged","","","Unit_4_80_2019","Light","Light",72.86,6,"Fledged",12.1433333333333,"Light_Light"
"573","278172446","2019","Nestling","Unknown","18-Jun-19","TRES","Ithaca","Unit_4","80",NA,"12",21.5,25.8,56,6,"Fledged","P19N355","","Unit_4_80_2019","Light","Light",72.86,6,"Fledged",12.1433333333333,"Light_Light"
"574","278172447","2019","Nestling","Unknown","18-Jun-19","TRES","Ithaca","Unit_4","80",NA,"12",21.5,25.9,56,6,"Fledged","P19N356","","Unit_4_80_2019","Light","Light",72.86,6,"Fledged",12.1433333333333,"Light_Light"
"575","278172448","2019","Nestling","Unknown","18-Jun-19","TRES","Ithaca","Unit_4","80",NA,"12",23.5,25.9,58,6,"Fledged","P19N357","","Unit_4_80_2019","Light","Light",72.86,6,"Fledged",12.1433333333333,"Light_Light"
"576","278172449","2019","Nestling","Unknown","18-Jun-19","TRES","Ithaca","Unit_4","80",NA,"12",23,26.5,57,6,"Fledged","P19N358","","Unit_4_80_2019","Light","Light",72.86,6,"Fledged",12.1433333333333,"Light_Light"
"577","278172450","2019","Nestling","Unknown","18-Jun-19","TRES","Ithaca","Unit_4","78",NA,"12",23,25.5,47,5,"Fledged","P19N359","","Unit_4_78_2019","Light","Light_Control",54.39,5,"Fledged",10.878,"Light_Light_Control"
"578","278172451","2019","Nestling","Unknown","18-Jun-19","TRES","Ithaca","Unit_4","78",NA,"12",25,26.5,56,5,"Fledged","P19N360","","Unit_4_78_2019","Light","Light_Control",54.39,5,"Fledged",10.878,"Light_Light_Control"
"579","278172452","2019","Nestling","Unknown","18-Jun-19","TRES","Ithaca","Unit_4","78",NA,"12",24.5,26.1,57,5,"Fledged","P19N361","","Unit_4_78_2019","Light","Light_Control",54.39,5,"Fledged",10.878,"Light_Light_Control"
"580","278172453","2019","Nestling","Unknown","18-Jun-19","TRES","Ithaca","Unit_4","78",NA,"12",24.5,26.3,51,5,"Fledged","","","Unit_4_78_2019","Light","Light_Control",54.39,5,"Fledged",10.878,"Light_Light_Control"
"581","278172454","2019","Nestling","Unknown","18-Jun-19","TRES","Ithaca","Unit_4","78",NA,"12",22.5,25.8,51,5,"Fledged","P19N362","","Unit_4_78_2019","Light","Light_Control",54.39,5,"Fledged",10.878,"Light_Light_Control"
"582","278172455","2019","Nestling","Unknown","18-Jun-19","TRES","Ithaca","Turkey_Hill","51",NA,"12",22,24.8,48,4,"Fledged","P19N363","","Turkey_Hill_51_2019","Light","Light_Control",39.5,4,"Fledged",9.875,"Light_Light_Control"
"583","278172456","2019","Nestling","Unknown","18-Jun-19","TRES","Ithaca","Turkey_Hill","51",NA,"12",22,25.1,49,4,"Fledged","","","Turkey_Hill_51_2019","Light","Light_Control",39.5,4,"Fledged",9.875,"Light_Light_Control"
"584","278172457","2019","Nestling","Unknown","18-Jun-19","TRES","Ithaca","Turkey_Hill","51",NA,"12",22.5,24.4,46,4,"Fledged","P19N364","","Turkey_Hill_51_2019","Light","Light_Control",39.5,4,"Fledged",9.875,"Light_Light_Control"
"585","278172458","2019","Nestling","Unknown","18-Jun-19","TRES","Ithaca","Turkey_Hill","51",NA,"12",23,25.3,50,4,"Fledged","P19N365","","Turkey_Hill_51_2019","Light","Light_Control",39.5,4,"Fledged",9.875,"Light_Light_Control"
"586","281128411","2019","Nestling","Unknown","18-Jun-19","TRES","Ithaca","Unit_1","301",NA,"12",17.25,23.3,38,5,"Died","","","Unit_1_301_2019","","Control",NA,NA,"Fledged",NA,"Control"
"587","281128412","2019","Nestling","Unknown","18-Jun-19","TRES","Ithaca","Unit_1","301",NA,"12",18,25.5,47,5,"Fledged","","","Unit_1_301_2019","","Control",NA,NA,"Fledged",NA,"Control"
"588","281128413","2019","Nestling","Unknown","18-Jun-19","TRES","Ithaca","Unit_1","301",NA,"12",16.5,24.3,42,5,"Fledged","","","Unit_1_301_2019","","Control",NA,NA,"Fledged",NA,"Control"
"589","281128415","2019","Nestling","Unknown","18-Jun-19","TRES","Ithaca","Unit_1","301",NA,"12",17,24.2,40,5,"Died","","","Unit_1_301_2019","","Control",NA,NA,"Fledged",NA,"Control"
"590","281128417","2019","Nestling","Unknown","18-Jun-19","TRES","Ithaca","Unit_1","301",NA,"12",12.5,23,25.5,5,"Fledged","","","Unit_1_301_2019","","Control",NA,NA,"Fledged",NA,"Control"
"591","281128418","2019","Nestling","Unknown","18-Jun-19","TRES","Ithaca","Unit_1","302",NA,"12",14.5,23.2,38,6,"Fledged","","","Unit_1_302_2019","","Control",NA,NA,"Fledged",NA,"Control"
"592","281128419","2019","Nestling","Unknown","18-Jun-19","TRES","Ithaca","Unit_1","302",NA,"12",18,23.7,43,6,"Fledged","","","Unit_1_302_2019","","Control",NA,NA,"Fledged",NA,"Control"
"593","281128420","2019","Nestling","Unknown","18-Jun-19","TRES","Ithaca","Unit_1","302",NA,"12",14.5,24.1,37,6,"Fledged","","","Unit_1_302_2019","","Control",NA,NA,"Fledged",NA,"Control"
"594","281128421","2019","Nestling","Unknown","18-Jun-19","TRES","Ithaca","Unit_1","302",NA,"12",15.5,23.5,36.5,6,"Fledged","","","Unit_1_302_2019","","Control",NA,NA,"Fledged",NA,"Control"
"595","281128422","2019","Nestling","Unknown","18-Jun-19","TRES","Ithaca","Unit_1","302",NA,"12",16.25,23.8,42,6,"Fledged","","","Unit_1_302_2019","","Control",NA,NA,"Fledged",NA,"Control"
"596","281128423","2019","Nestling","Unknown","18-Jun-19","TRES","Ithaca","Unit_1","302",NA,"12",14.75,23.2,40,6,"Fledged","","","Unit_1_302_2019","","Control",NA,NA,"Fledged",NA,"Control"
"597","281128424","2019","Nestling","Unknown","18-Jun-19","TRES","Ithaca","Unit_1","430",NA,"12",14.5,24.5,37,6,"Fledged","","","Unit_1_430_2019","","Control",NA,NA,"Fledged",NA,"Control"
"598","281128425","2019","Nestling","Unknown","18-Jun-19","TRES","Ithaca","Unit_1","430",NA,"12",16,24.2,37,6,"Fledged","","","Unit_1_430_2019","","Control",NA,NA,"Fledged",NA,"Control"
"599","281128426","2019","Nestling","Unknown","18-Jun-19","TRES","Ithaca","Unit_1","430",NA,"12",13,22.2,32,6,"Fledged","","","Unit_1_430_2019","","Control",NA,NA,"Fledged",NA,"Control"
"600","281128427","2019","Nestling","Unknown","18-Jun-19","TRES","Ithaca","Unit_1","430",NA,"12",17.75,24.5,38,6,"Fledged","","","Unit_1_430_2019","","Control",NA,NA,"Fledged",NA,"Control"
"601","281128428","2019","Nestling","Unknown","18-Jun-19","TRES","Ithaca","Unit_1","430",NA,"12",20,25.6,42,6,"Fledged","","","Unit_1_430_2019","","Control",NA,NA,"Fledged",NA,"Control"
"602","281128429","2019","Nestling","Unknown","18-Jun-19","TRES","Ithaca","Unit_1","430",NA,"12",18,24.6,42,6,"Fledged","","","Unit_1_430_2019","","Control",NA,NA,"Fledged",NA,"Control"
"603","281128430","2019","Nestling","Unknown","18-Jun-19","TRES","Ithaca","Unit_1","365",NA,"12",11.5,21.9,28,2,"Fledged","","","Unit_1_365_2019","","Control",NA,NA,"Fledged",NA,"Control"
"604","281128431","2019","Nestling","Unknown","18-Jun-19","TRES","Ithaca","Unit_1","365",NA,"12",14,22.6,32,2,"Fledged","","","Unit_1_365_2019","","Control",NA,NA,"Fledged",NA,"Control"
"605","281128432","2019","Nestling","Unknown","18-Jun-19","TRES","Ithaca","Unit_1","357",NA,"12",10.25,21.4,26,5,"Fledged","","","Unit_1_357_2019","","Control",NA,NA,"Fledged",NA,"Control"
"606","281128433","2019","Nestling","Unknown","18-Jun-19","TRES","Ithaca","Unit_1","357",NA,"12",16.75,24.2,38,5,"Fledged","","","Unit_1_357_2019","","Control",NA,NA,"Fledged",NA,"Control"
"607","281128434","2019","Nestling","Unknown","18-Jun-19","TRES","Ithaca","Unit_1","357",NA,"12",17.75,24,40,5,"Fledged","","","Unit_1_357_2019","","Control",NA,NA,"Fledged",NA,"Control"
"608","281128435","2019","Nestling","Unknown","18-Jun-19","TRES","Ithaca","Unit_1","357",NA,"12",17.25,24.9,42,5,"Fledged","","","Unit_1_357_2019","","Control",NA,NA,"Fledged",NA,"Control"
"609","281128436","2019","Nestling","Unknown","18-Jun-19","TRES","Ithaca","Unit_1","357",NA,"12",15.75,23.3,35,5,"Fledged","","","Unit_1_357_2019","","Control",NA,NA,"Fledged",NA,"Control"
"610","281128506","2019","Nestling","Unknown","18-Jun-19","TRES","Ithaca","Unit_2","3",NA,"12",13.5,23.7,33,5,"Fledged","","","Unit_2_3_2019","Color_Stress","Cont_Dul",60,5,"Fledged",12,"Color_Stress_Cont_Dul"
"611","281128507","2019","Nestling","Unknown","18-Jun-19","TRES","Ithaca","Unit_2","3",NA,"12",21.5,26.9,52,5,"Fledged","P19N349","","Unit_2_3_2019","Color_Stress","Cont_Dul",60,5,"Fledged",12,"Color_Stress_Cont_Dul"
"612","281128508","2019","Nestling","Unknown","18-Jun-19","TRES","Ithaca","Unit_2","3",NA,"12",16,21.1,41,5,"Fledged","","","Unit_2_3_2019","Color_Stress","Cont_Dul",60,5,"Fledged",12,"Color_Stress_Cont_Dul"
"613","281128509","2019","Nestling","Unknown","18-Jun-19","TRES","Ithaca","Unit_2","3",NA,"12",17.5,24,41.5,5,"Fledged","P19N350","","Unit_2_3_2019","Color_Stress","Cont_Dul",60,5,"Fledged",12,"Color_Stress_Cont_Dul"
"614","281128510","2019","Nestling","Unknown","18-Jun-19","TRES","Ithaca","Unit_2","3",NA,"12",23.5,24.4,55.5,5,"Fledged","P19N351","","Unit_2_3_2019","Color_Stress","Cont_Dul",60,5,"Fledged",12,"Color_Stress_Cont_Dul"
"615","281128511","2019","Nestling","Unknown","18-Jun-19","TRES","Ithaca","Unit_2","117",NA,"12",13,21.8,27,5,"Fledged","","","Unit_2_117_2019","Color_Stress","Pred_Dul",51,6,"Fledged",8.5,"Color_Stress_Pred_Dul"
"616","281128512","2019","Nestling","Unknown","18-Jun-19","TRES","Ithaca","Unit_2","117",NA,"12",15,23.4,34,5,"Fledged","P19N352","","Unit_2_117_2019","Color_Stress","Pred_Dul",51,6,"Fledged",8.5,"Color_Stress_Pred_Dul"
"617","281128513","2019","Nestling","Unknown","18-Jun-19","TRES","Ithaca","Unit_2","117",NA,"12",11.75,22.5,29,5,"Fledged","P19N353","","Unit_2_117_2019","Color_Stress","Pred_Dul",51,6,"Fledged",8.5,"Color_Stress_Pred_Dul"
"618","281128514","2019","Nestling","Unknown","18-Jun-19","TRES","Ithaca","Unit_2","117",NA,"12",12,22.5,30,5,"Fledged","","","Unit_2_117_2019","Color_Stress","Pred_Dul",51,6,"Fledged",8.5,"Color_Stress_Pred_Dul"
"619","281128515","2019","Nestling","Unknown","18-Jun-19","TRES","Ithaca","Unit_2","117",NA,"12",13.5,22,29,5,"Fledged","","","Unit_2_117_2019","Color_Stress","Pred_Dul",51,6,"Fledged",8.5,"Color_Stress_Pred_Dul"
"620","281128743","2019","Nestling","Unknown","18-Jun-19","TRES","Ithaca","Unit_1","105",NA,"15",15.75,NA,NA,4,"Fledged","P19N346","","Unit_1_105_2019","Color_Stress","Pred_Dul",65,5,"Fledged",13,"Color_Stress_Pred_Dul"
"621","281128744","2019","Nestling","Unknown","18-Jun-19","TRES","Ithaca","Unit_1","105",NA,"15",16.5,NA,NA,4,"Fledged","P19N343","","Unit_1_105_2019","Color_Stress","Pred_Dul",65,5,"Fledged",13,"Color_Stress_Pred_Dul"
"622","281128745","2019","Nestling","Unknown","18-Jun-19","TRES","Ithaca","Unit_1","105",NA,"15",14.5,NA,NA,4,"Fledged","P19N344","","Unit_1_105_2019","Color_Stress","Pred_Dul",65,5,"Fledged",13,"Color_Stress_Pred_Dul"
"623","281128746","2019","Nestling","Unknown","18-Jun-19","TRES","Ithaca","Unit_1","105",NA,"15",13.5,NA,NA,4,"Fledged","P19N345","","Unit_1_105_2019","Color_Stress","Pred_Dul",65,5,"Fledged",13,"Color_Stress_Pred_Dul"
"624","281128748","2019","Nestling","Unknown","18-Jun-19","TRES","Ithaca","Unit_2","29",NA,"12",20.5,24.5,41,3,"Fledged","","","Unit_2_29_2019","Color_Stress","Pred_Dul",36,3,"Fledged",12,"Color_Stress_Pred_Dul"
"625","281128749","2019","Nestling","Unknown","18-Jun-19","TRES","Ithaca","Unit_2","29",NA,"12",22,24.9,45,3,"Fledged","P19N347","","Unit_2_29_2019","Color_Stress","Pred_Dul",36,3,"Fledged",12,"Color_Stress_Pred_Dul"
"626","281128750","2019","Nestling","Unknown","18-Jun-19","TRES","Ithaca","Unit_2","29",NA,"12",21,24.5,38.5,3,"Fledged","P19N348","","Unit_2_29_2019","Color_Stress","Pred_Dul",36,3,"Fledged",12,"Color_Stress_Pred_Dul"
"627","212110299","2019","Adult","M","19-Jun-19","TRES","Ithaca","Unit_1","357","1","AHY",18.75,28.2,123,NA,"","","","Unit_1_357_2019","","Control",NA,NA,"Fledged",NA,"Control"
"628","240150159","2019","Adult","M","19-Jun-19","TRES","Ithaca","Unit_1","308","1","AHY",19.25,29,121,NA,"","P19N373","","Unit_1_308_2019","","Control",NA,NA,"Fledged",NA,"Control"
"629","278172162","2019","Adult","F","19-Jun-19","TRES","Ithaca","Unit_2","34","3","SY",19,28,116,NA,"","P19N368","","Unit_2_34_2019","Color_Stress","Cont_Dul",50,4,"Fledged",12.5,"Color_Stress_Cont_Dul"
"630","278172283","2019","Nestling","Unknown","19-Jun-19","TRES","Ithaca","Unit_1","47",NA,"15",16.5,NA,NA,2,"Died","","","Unit_1_47_2019","Color_Stress","Cont_Con",66,5,"Died",13.2,"Color_Stress_Cont_Con"
"631","278172285","2019","Nestling","Unknown","19-Jun-19","TRES","Ithaca","Unit_1","47",NA,"15",14.75,NA,NA,2,"Died","","","Unit_1_47_2019","Color_Stress","Cont_Con",66,5,"Died",13.2,"Color_Stress_Cont_Con"
"632","278172412","2019","Adult","F","19-Jun-19","TRES","Ithaca","Unit_4","61","3","SY",18.5,NA,NA,NA,"","P19N367","","Unit_4_61_2019","Light","Light_Control",105,6,"Fledged",17.5,"Light_Light_Control"
"633","278172459","2019","Adult","M","19-Jun-19","TRES","Ithaca","Unit_4","61","1","AHY",20,28.3,117,NA,"","P19N366","","Unit_4_61_2019","Light","Light_Control",105,6,"Fledged",17.5,"Light_Light_Control"
"634","278172460","2019","Nestling","Unknown","19-Jun-19","TRES","Ithaca","Unit_4","87",NA,"12",23.5,25.2,49,5,"Fledged","P19N374","","Unit_4_87_2019","Light","Light",71,5,"Fledged",14.2,"Light_Light"
"635","278172461","2019","Nestling","Unknown","19-Jun-19","TRES","Ithaca","Unit_4","87",NA,"12",25.5,26.7,52,5,"Fledged","P19N375","","Unit_4_87_2019","Light","Light",71,5,"Fledged",14.2,"Light_Light"
"636","278172462","2019","Nestling","Unknown","19-Jun-19","TRES","Ithaca","Unit_4","87",NA,"12",24,25.1,49,5,"Fledged","P19N376","","Unit_4_87_2019","Light","Light",71,5,"Fledged",14.2,"Light_Light"
"637","278172463","2019","Nestling","Unknown","19-Jun-19","TRES","Ithaca","Unit_4","87",NA,"12",22.5,25.1,48,5,"Fledged","P19N377","","Unit_4_87_2019","Light","Light",71,5,"Fledged",14.2,"Light_Light"
"638","278172464","2019","Nestling","Unknown","19-Jun-19","TRES","Ithaca","Unit_4","87",NA,"12",21.5,26.4,52,5,"Fledged","P19N378","","Unit_4_87_2019","Light","Light",71,5,"Fledged",14.2,"Light_Light"
"639","281128516","2019","Adult","M","19-Jun-19","TRES","Ithaca","Unit_2","34","1","AHY",18.25,28.7,115,NA,"","P19N369","","Unit_2_34_2019","Color_Stress","Cont_Dul",50,4,"Fledged",12.5,"Color_Stress_Cont_Dul"
"640","281128603","2019","Adult","F","19-Jun-19","TRES","Ithaca","Unit_2","72","3","SY",18.25,26.9,114,NA,"","P19N370","","Unit_2_72_2019","Color_Stress","Pred_Con",59,5,"Fledged",11.8,"Color_Stress_Pred_Con"
"641","281128655","2019","Adult","M","19-Jun-19","TRES","Ithaca","Unit_1","370","1","AHY",21.5,29.2,119,NA,"","","","Unit_1_370_2019","","Control",NA,NA,"Fledged",NA,"Control"
"642","281128656","2019","Adult","M","19-Jun-19","TRES","Ithaca","Unit_1","393","1","AHY",20.5,29.5,119,NA,"","P19N379","RFID is new but number is not provided on data sheet","Unit_1_393_2019","","Control",NA,NA,"Fledged",NA,"Control"
"643","281128657","2019","Adult","M","19-Jun-19","TRES","Ithaca","Unit_1","314","1","AHY",20,28.4,115,NA,"","","","Unit_1_314_2019","","Control",NA,NA,"Fledged",NA,"Control"
